"mz","rt","X300_500_Pos_jgu1.mzXML","X300_500_Pos_jgu2.mzXML","X300_500_Pos_jgw1.mzXML","X300_500_Pos_jgw2.mzXML","X300_500_Pos_nju1.mzXML","X300_500_Pos_nju2.mzXML","X300_500_Pos_njw1.mzXML","X300_500_Pos_njw2.mzXML","X300_500_Pos_oju2.mzXML","X300_500_Pos_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues","chracaterscore"
303.108652750651,5.29201666666667,100,130221.1875,135146.90625,100,342098.75,312514.46875,793178.125,387748.4375,533710.8125,561400.875,7,"C16H13ClN2O;C12H15NO4S;C17H21ClN2S;C17H21ClN2S","-0.535644809518925;-0.484683816925114;-4.09007686187871;-4.09007686187871","0.00995033085316809;-3.45015182247379;-4.33670719129296;-4.33670719129296","-0.525694478665757;-4.9348356393989;-8.42678405317167;-8.42678405317167","CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13;Cc1ccc2oc(C)[n+](CCC[S]([O-])(=O)=O)c2c1;[H+].[Cl-].CN(C)CCCN1c2ccccc2Sc3ccccc13;[H+].[Cl-].CC(CN1c2ccccc2Sc3ccccc13)N(C)C","3714;36152;68;173","[M+NH4]+;[M+CH3OH+H]+;[M+H-H2O]+;[M+H-H2O]+","0;0;0;0","-0.5;-0.5;0;0","0;0;1;1","0;0;0;0","0;0;0;0",0,0
303.11220296224,5.08241666666667,100,130221.1875,100,100,700196.375,587241.4375,793178.125,315762.78125,404405.65625,852117.6875,10,"C19H16N2O3;C12H24Cl2O4","-4.09007686187871;-0.308908824424983","-4.52281017818939;0.00995033085316809","-8.6128870400681;-0.298958493571815","CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1;OC(CCl)COCCCCCCOCC(O)CCl","23066;16162","[M+H-H2O]+;[M+H]+","0;0","0;0","1;0","0;0","0;-0.298958493571815",0,0
303.120035807292,5.80831666666667,203102.625,312222.90625,223718.34375,190152.4375,121317.25,87289.578125,64461.02734375,72326.4609375,100773.015625,72578.8984375,2,"C12H16N2O4S","-0.484888157065713","0.00995033085316809","-1.07493782621255","Nc1ccccc1.Nc2ccccc2.O[S](O)(=O)=O","5006","[M+NH4]+","0","0","0","0","-1.07493782621255",0,0
303.119974772135,5.80628333333333,1550822.875,1498944.75,530748.375,679800.6875,95101.8203125,86893.90625,73375.84375,168693.34375,181197.96875,206681.21875,1,"C12H16N2O4S","-0.485158901986262","0.00995033085316809","-0.975208571133094","Nc1ccccc1.Nc2ccccc2.O[S](O)(=O)=O","5006","[M+NH4]+","0","0","0","0","-0.975208571133094",0,0
303.124135335286,4.47216666666667,639450.5625,687503.875,829207.625,1468436.875,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.133992513021,6.56565,1865409.75,1338880.5,222214.8125,505479.78125,96080.7265625,119956.0234375,2022724.25,1482139.5,1126266.5,2373133.25,10,"C16H15NO4;C15H14N2O3;C17H16ClN","-0.00497128715286257;-0.00497128715286257;-0.536046575739109","0.00995033085316809;0.00995033085316809;0.00995033085316809","0.00497904370030552;0.00497904370030552;-0.526096244885941","COC(=O)c1ccccc1N\C=C/2C=CC(=O)C(=C2)OC;CC1=CC(=O)/C(C=C1C)=N/Nc2ccc(cc2)C(O)=O;[Cl-].Cc1ccc2ccccc2[n+]1Cc3ccccc3","41507;9782;31830","[M+NH4]+;[M+CH3OH+H]+;[M+CH3OH+H]+","0;0;0","0;0;-0.5","0;0;0","0;0;0","0.00497904370030552;0.00497904370030552;0",0,0
303.133992513021,6.56565,1865409.75,1338880.5,222214.8125,505479.78125,96080.7265625,119956.0234375,2022724.25,1482139.5,1126266.5,2373133.25,10,"C16H15NO4;C15H14N2O3;C17H16ClN","-0.00497128715286257;-0.00497128715286257;-0.536046575739109","0.00995033085316809;0.00995033085316809;0.00995033085316809","0.00497904370030552;0.00497904370030552;-0.526096244885941","COC(=O)c1ccccc1N\C=C/2C=CC(=O)C(=C2)OC;CC1=CC(=O)/C(C=C1C)=N/Nc2ccc(cc2)C(O)=O;[Cl-].Cc1ccc2ccccc2[n+]1Cc3ccccc3","41507;9782;31830","[M+NH4]+;[M+CH3OH+H]+;[M+CH3OH+H]+","0;0;0","0;0;-0.5","0;0;0","0;0;0","0.00497904370030552;0.00497904370030552;0",0,0
303.139414469401,3.41508333333333,3113503.25,3193694.25,2070085.5,2651347.75,124612.046875,166271.546875,91061.546875,98606.0625,102034.71875,547820.8125,2,"C15H21NO4;C15H21NO4","-4.09007686187871;-4.09007686187871","0.00995033085316809;0.00995033085316809","-5.08012653102554;-5.08012653102554","CCCCCCCCOC(=O)c1ccc(cc1)[N+]([O-])=O;CC(=O)OCCN(CCOC(C)=O)c1cccc(C)c1","15468;12590","[M+Na]+;[M+Na]+","0;0","0;0","1;1","0;0","0;0",0,0
303.140981038411,3.47008333333333,3553107.75,3347341.25,2349602.5,2651347.75,306936.28125,352111.375,121562.5859375,115730.40625,102034.71875,828871.1875,1,"C15H14N3O3;C11H25O2PS2;C18H24O3S;C12H24O7;C12H24O7","-0.483900966944317;-0.487923944160903;-4.09007686187871;-4.09007686187871;-4.09007686187871","0.00995033085316809;-4.01380623320514;-2.24236527920505;-4.11179533046876;-4.11179533046876","-1.07395063609115;-5.50173017736604;-7.33244214108376;-9.20187219234747;-9.20187219234747","COc1cc([N+]#N)c(OC)cc1NC(=O)c2ccccc2;CCCCC(CC)CO[P](S)(=S)OC(C)C;CCCCc1cc(CCCC)c(c2ccccc12)[S](O)(=O)=O;CCC(CO)(CO)CO.OC(=O)CCCCC(O)=O;CCC(CO)(CO)CO.OC(=O)CCCCC(O)=O","18504;32737;14798;18705;42063","[M+NH4]+;[M+NH4]+;[M+H-H2O]+;[M+Na]+;[M+Na]+","0;0;0;0;0","-0.5;-0.5;-0.5;0;0","0;0;1;0;0","0;0;0;0;0","0;0;0;0;0",0,0
303.139414469401,3.41508333333333,3309536.75,3347341.25,2349602.5,2651347.75,139334.515625,166271.546875,91061.546875,98606.0625,102034.71875,1042090.1875,2,"C15H21NO4;C15H21NO4","-4.09007686187871;-4.09007686187871","0.00995033085316809;0.00995033085316809","-5.08012653102554;-5.08012653102554","CCCCCCCCOC(=O)c1ccc(cc1)[N+]([O-])=O;CC(=O)OCCN(CCOC(C)=O)c1cccc(C)c1","15468;12590","[M+Na]+;[M+Na]+","0;0","0;0","1;1","0;0","0;0",0,0
303.156229654948,5.5387,457404.0625,371618.40625,480269.875,630797.9375,202347.625,168506.5625,194588.53125,151286.6875,750944,1136835.125,10,"C16H24O4;C16H24O4;C6H19N7O4S","-4.09007686187871;-4.09007686187871;0.00645174499668801","-4.16592429368783;-4.16592429368783;-4.30990988936056","-9.25600115556654;-9.25600115556654;-5.30345814436388","O=C(OC1CCCCC1)\C=C/C(=O)OC2CCCCC2;CCCOc1cc(OCCC)c(C=O)c(OCCC)c1;NCCNCCN.NC(N)=NC#N.O[S](O)(=O)=O","3783;22160;45778","[M+Na]+;[M+Na]+;[M+NH4]+","0;0;0","0;-0.5;0","0;0;0","0;0;0","0;0;-5.30345814436388",0,0
303.156046549479,5.48423333333333,248640.28125,426589.5,90631.4140625,214797.5,191297.34375,141095.5,162025.671875,170627.921875,655974.3125,640823.5,9,"C6H19N7O4S","0.00645174499668801","-2.08787761756636","-2.08142587256967","NCCNCCN.NC(N)=NC#N.O[S](O)(=O)=O","45778","[M+NH4]+","0","0","0","0","-2.08142587256967",0,0
303.155792236328,5.52341666666667,14113710,14480633,12052583,12354627,342720.75,364013.59375,254330.734375,315332.5,1034110.125,1230229.875,2,"C6H19N7O4S","-0.00875515039169162","0.00995033085316809","-0.998804819538524","NCCNCCN.NC(N)=NC#N.O[S](O)(=O)=O","45778","[M+NH4]+","0","0","0","0","-0.998804819538524",0,0
303.167470296224,4.3982,100,100,100,100,65673.7109375,69698.9140625,92326.9375,79116.7109375,4885918,531919,9,"C15H24N2O3","-4.09007686187871","-4.1002186680169","-8.19029552989561","CCOCCOC(=O)Nc1cccc(c1)N(CC)CC","36771","[M+Na]+","0","0","0","0","0",0,0
303.177307128906,3.86886666666667,4522604.5,3479206.75,688541.25,502817.15625,1596654.25,1770445.875,214283.3125,372589.46875,105921.0234375,1357918.625,1,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.192616780599,6.73688333333333,452051.5,584904.9375,491665.59375,720158.1875,229736.796875,295226.28125,859432.4375,969059,11800750,18709366,10,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.207092285156,2.9021,342751.34375,383637.46875,264052.09375,257610.765625,100,15635.380859375,100,100,100,100,2,"C18H23NO2;C17H22N2O;C17H22N2O","-4.60517018598809;-4.60517018598809;-4.60517018598809","-3.36016772916354;-3.64152104699471;-3.64152104699471","-7.96533791515163;-8.2466912329828;-8.2466912329828","CCCCOC(=O)C=C.C=CC#N.C=Cc1ccccc1;CN(C)c1ccc(cc1)C(O)c2ccc(cc2)N(C)C;C(CNc1cccc2ccccc12)CN3CCOCC3","16761;3326;11817","[M+NH4]+;[M+CH3OH+H]+;[M+CH3OH+H]+","0;0;0","0;0;0","0;0;0","0;0;0","0;0;0",0,0
303.228892008464,7.98031666666667,95639.6484375,100861.546875,149384.421875,221636.25,591461.625,644275.3125,362223.15625,700499.625,602438.125,327719.1875,8,"C18H32O2;C18H32O2;C18H32O2;C18H32O2","-4.09007686187871;-4.09007686187871;-4.09007686187871;-4.09007686187871","-4.5711712723358;-4.5711712723358;-4.5711712723358;-4.5711712723358","-9.66124813421451;-9.66124813421451;-9.66124813421451;-9.66124813421451","CCCCC/C=C\C\C=C/CCCCCCCC(O)=O;CCCCCC\C=C/C=C/CCCCCCCC(O)=O;CCCCCCC[CH]=[C]=[CH]CCCCCCCC(O)=O;CCCCCCCCCCCCC/C=C/C=C/C(O)=O","228;7950;9840;46783","[M+Na]+;[M+Na]+;[M+Na]+;[M+Na]+","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0",0,0
303.286549886068,0.363421666666667,119328.796875,89212.546875,163145.15625,122060.1328125,143742.125,133373.5625,116971.96875,131480.5625,73225.0078125,47475.11328125,3,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.288452148438,8.27598333333333,79491.375,81218.8125,158214.65625,137982.546875,8199010.5,8947306,3633076,6191076.5,22494976,4936256.5,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.304290771484,9.04568333333333,100,100,100,100,100,74975.828125,100,61328.5,220329.375,100,9,"C22H38","-0.0184359566847951","-2.35436978594503","-3.37280574262983","CCCCCCCCCCCCCCCCc1ccccc1","7362","[M+H]+","0","-0.5","0","0","0",0,0
303.939849853516,2.97418333333333,1711820.375,3106579,3528871.25,3435734.75,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.980244954427,5.11088333333333,791501.6875,611149.6875,1203558.375,761210.0625,231144.796875,301646.46875,347137.1875,506520.09375,747940.5,1785631.875,10,"C8H12INO2;C14H8Cl2O2;C14H8Cl2O2;C14H8Cl2O2","-4.09007686187871;-4.09007686187871;-4.09007686187871;-4.09007686187871","0.00995033085316809;-4.36261232908418;-4.36261232908418;-4.36261232908418","-4.08012653102554;-8.45268919096289;-8.45268919096289;-8.45268919096289","CCCCNC(=O)OCC#CI;ClC(=O)c1ccc(cc1)c2ccc(cc2)C(Cl)=O;Clc1ccc(cc1)C(=O)C(=O)c2ccc(Cl)cc2;Clc1ccccc1C(=O)C(=O)c2ccccc2Cl","20404;8490;10361;16434","[M+Na]+;[M+Na]+;[M+Na]+;[M+Na]+","0;0;0;0","-0.5;-0.5;0;0","0;0;0;0","0;0;0;0","0;0;0;0",0,0
304.013051350911,5.58236666666667,100,100,100,133440.25,2223212.75,2181509.5,3758210,4800032,100,100,8,"C12H7Cl2NO2","-0.698848999436505","0.00995033085316809","-1.68889866858334","Oc1c(Cl)cc(cc1Cl)N=C2C=CC(=O)C=C2","6578","[M+CH3OH+H]+","0","0","0","0","0",0,0
304.035980224609,5.20798333333333,3958868.5,3404833.75,2701790.5,1370084.125,100,41522.6171875,100,100,161417.71875,100,1,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.039042154948,6.63231666666667,100,100,100,100,121861.03125,137309.65625,239159.578125,234880.171875,100,88547.0859375,7,"C11H12IN","-0.483647225720356","-3.75219163948159","-5.23583886520194","[I-].CC[n+]1cccc2ccccc12","1847","[M+NH4]+","0","-0.5","0","0","0",0,0
304.04643758138,2.94275,100,100,100,100,100,17773.119140625,20143.4765625,26396.4765625,199214.75,223826.4375,10,"C14H12N2O5S;C15H15NO3S2","-4.09007686187871;-4.09007686187871","-1.94950928397651;-2.77830416606881","-6.03958614585522;-6.86838102794752","CC1=NN(C(=O)C1)c2ccc3cc(O)cc(c3c2)[S](O)(=O)=O;Cc1sc2ccc3ccccc3c2[n+]1CCC[S]([O-])(=O)=O","43014;10183","[M+H-H2O]+;[M+H-H2O]+","0;0","0;-0.5","0;0","0;0","0;0",0,0
304.055084228516,4.6923,100,100,100,100,148849.859375,195671.390625,363996.90625,318271.75,107547.96875,108056.859375,7,"C12H20INO","-4.09007686187871","-4.48020382249442","-9.57028068437313","[I-].CC[N+](CC)(CC)c1cccc(O)c1","550","[M+H-H2O]+","0","0","1","0","0",0,0
304.058115641276,2.53165,186855.078125,250555,182943.421875,124259.4375,100,100,100,12541.45703125,87120.8046875,109685.5,2,"C12H12ClNO2S","-0.494467062897721","0.00995033085316809","-0.614951514653249","CN(C)c1cccc2c1cccc2[S](Cl)(=O)=O","5658","[M+CH3OH+H]+","0","0","0","0","-0.614951514653249",0,0
304.066548665365,5.11321666666667,184096.65625,211076.40625,235693.109375,197387.953125,221536.53125,310580.6875,322499.21875,347469.65625,695341.9375,410459.1875,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.074544270833,4.12468333333333,100,100,100,100,107029.734375,491887.375,907571.75,1023485.5,191684.09375,258972.125,8,"C14H15N3O4S;C14H15N3O4S;C12H14O9","-4.09007686187871;-4.09007686187871;-0.0211805292659833","-3.9847983283223;-3.9847983283223;0.00995033085316809","-8.07487519020101;-8.07487519020101;-0.0112301984128152","CCN(c1ccccc1)[S](=O)(=O)c2cc(ccc2N)[N+]([O-])=O;COc1cc(N=Nc2ccc(cc2)[S](O)(=O)=O)c(C)cc1N;OCC(O)CO.OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O","3202;10818;38518","[M+H-H2O]+;[M+H-H2O]+;[M+H]+","0;0;0","0;0;0","1;1;0","0;0;0","0;0;-0.0112301984128152",0,0
303.073516845703,4.09103333333333,100,100,100,100,318634.03125,453244.15625,486633.21875,478209,284381.125,321753.34375,7,"C14H14N4S2;C11H20BrClO;C16H12N2O3","0.00441851677829344;-1.35274176148082;-4.09007686187871","0.00995033085316809;0.00995033085316809;-4.4384395205832","0.0143688476314615;-1.34279143062765;-8.52851638246191","NC(SSC(N)=Nc1ccccc1)=Nc2ccccc2;ClC(=O)CCCCCCCCCCBr;CC(=O)c1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N","21855;10693;15768","[M+H]+;[M+NH4]+;[M+Na]+","0;0;0","0;-0.5;0","0;0;0","0;0;0","0.0143688476314615;0;0",0,0
304.087473551432,2.91711666666667,1266719.625,1314647.375,1613449.25,1430485.625,100,100,100,100,100,100,3,"C12H20ClN3O3S;C12H10N6O4","-4.09007686187871;-0.483883567193723","-4.55964217287393;-4.16151412957742","-7.64971903475264;-5.64539769677115","[H+].[Cl-].CCN(CCN[S](C)(=O)=O)c1ccc(N=O)c(C)c1;CC1=CC2=NC(=O)N=C2C=C1NNC3C(=O)NC(=O)NC3=O","25571;39876","[M+H-H2O]+;[M+H]+","0;0","0;0","1;0","0;0","0;-5.64539769677115",0,0
304.106109619141,4.31236666666667,100,100,100,139883.265625,134467.875,167629.921875,218302.984375,195504.21875,783477.9375,122264.609375,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.10927327474,6.76533333333333,100,100,100,100,171550.203125,172839.46875,317832.125,252436.015625,100,478835.71875,10,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.132100423177,6.26773333333333,330015.4375,273001.53125,345635.90625,382698.90625,100,100,68713.203125,100,100,100,4,"C11H17N3O3S","0.000561147981454506","-4.29292249092806","-5.29236134294661","CCCCNC(=O)N[S](=O)(=O)c1ccc(N)cc1","4445","[M+CH3OH+H]+","0","0","0","0","-5.29236134294661",0,0
304.144032796224,6.52456666666667,312195.96875,798322.25,497250.9375,1223318,32489.234375,100,159898.3125,100,85745.171875,137085.046875,4,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.167449951172,4.36956666666667,100,100,100,100,258479.125,190840.34375,122265.3984375,245893.265625,948019.3125,180413.8125,9,"C15H24N2O3","-4.09007686187871","-4.26145948185043","-8.35153634372914","CCOCCOC(=O)Nc1cccc(c1)N(CC)CC","36771","[M+Na]+","0","0","0","0","0",0,0
304.172546386719,2.97158333333333,100,142892.03125,118048.8046875,104821.1015625,110450.9765625,116246.2421875,230566.265625,195121.75,233913.046875,460608.6875,10,"C13H29O4P;C13H29O4P;C13H29O4P;C12H27NO6","-4.09007686187871;-4.09007686187871;-4.09007686187871;-4.09007686187871","-3.27114413969751;-3.27114413969751;-3.27114413969751;-4.48731415939021","-7.36122100157622;-7.36122100157622;-7.36122100157622;-8.57739102126892","CCCCCCCCO[P](O)(=O)OCCC(C)C;CCCCCCCCCCCCCO[P](O)(O)=O;CCCCCCCCCCCCCO[P](O)(O)=O;OCCOCCN(CCOCCO)CCOCCO","9242;11231;14578;11740","[M+Na]+;[M+Na]+;[M+Na]+;[M+Na]+","0;0;0;0","-0.5;-0.5;-0.5;0","0;0;0;0","0;0;0;0","0;0;0;0",0,0
304.172648111979,0.790011666666667,3271642.25,2686066.5,15956.521484375,469394.90625,19328.42578125,18121.00390625,21047.259765625,12171.765625,17249.298828125,33644.48828125,1,"C13H29O4P;C13H29O4P;C13H29O4P;C12H27NO6","-4.09007686187871;-4.09007686187871;-4.09007686187871;-4.09007686187871","0.00995033085316809;0.00995033085316809;0.00995033085316809;-3.74798921176406","-4.89830834920736;-4.89830834920736;-4.89830834920736;-8.29261152818822","CCCCCCCCO[P](O)(=O)OCCC(C)C;CCCCCCCCCCCCCO[P](O)(O)=O;CCCCCCCCCCCCCO[P](O)(O)=O;OCCOCCN(CCOCCO)CCOCCO","9242;11231;14578;11740","[M+Na]+;[M+Na]+;[M+Na]+;[M+Na]+","0;0;0;0","-0.5;-0.5;-0.5;0","0;0;0;0","0;0;0;0","0;0;0;0",0,0
303.167449951172,4.36956666666667,133609.609375,100,98013.921875,122279.0546875,276674.5,270059.78125,191302.21875,264490.90625,866984.875,253922.140625,9,"C15H24N2O3","-4.09007686187871","-4.26145948185043","-8.35153634372914","CCOCCOC(=O)Nc1cccc(c1)N(CC)CC","36771","[M+Na]+","0","0","0","0","0",0,0
303.192596435547,6.73688333333333,129558.7265625,143736,108377.4609375,166621.140625,45896.33984375,53185.46484375,139831,199966.421875,2001289.875,3174559.75,10,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.20893351237,2.93885,75572.7265625,100,108108.40625,100,15655.001953125,21500.03515625,16071.8974609375,13960.896484375,731482.375,629222.0625,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.22304280599,6.69573333333333,100,140040.609375,94836.0546875,167060.125,52648.640625,59282.921875,117876.8203125,266134.53125,100,123444.46875,8,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.260142008464,1.10347666666667,1112409.5,1097336,441743.53125,878406.9375,372647.8125,339769.40625,412553.5625,365224.75,417559.21875,402557.25,1,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.260487874349,8.0309,8530055,6364882.5,8022883,5753007,4133608.25,2623381.75,1791455.375,2650894.25,6407797.5,1426222.75,1,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.260080973307,8.0404,100,97243.6796875,44659.01953125,100,292760.8125,142550.53125,194977.6875,283498.3125,100,107169.3828125,5,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
303.288879394531,8.27598333333333,100,100,100,100,1489021.75,1934803.75,607826.4375,1136216.625,4631495.5,856040.0625,9,"C17H34O2;C18H38O3;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2;C17H34O2","0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992;0.00981585647648992","-4.48106844629306;-4.19988373325548;-4.48106844629306;-4.48106844629306;-4.48106844629306;-4.48106844629306;-4.48106844629306;-4.48106844629306;-4.48106844629306;-4.48106844629306","-4.47125258981657;-4.19006787677899;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657","CCCCCCCCCCCCCCOCC1CO1;CCCCCCCCC(O)C(O)CCCCCCCCO;CCCCCCCCCCCCCCCC(=O)OC;CCCCCCCCCCCCCCOC(=O)CC;CCCCCCCCCCCC(=O)OCCC(C)C;CCCCCCCCCCCCCCC(C)C(O)=O;CCCCCCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCCC(CC)C(O)=O;CCCCC(CC)COC(=O)CC(C)CC(C)(C)C;CCCCC(CC)COC(=O)CCCCCC(C)C","22087;12818;687;8760;12345;18312;25252;30734;38091;39126","[M+CH3OH+H]+;[M+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+;[M+CH3OH+H]+","0;0;0;0;0;0;0;0;0;0","-0.5;0;0;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0;0;0","0;0;0;0;0;0;0;0;0;0","0;-4.19006787677899;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657;-4.47125258981657",0,0
304.299407958984,6.36781666666667,3016790.25,3922690.75,4076489.25,4952204.5,51996768,46750972,65993644,84566408,2183521792,1076296448,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.29931640625,8.07655,100,100,100,100,84481.0234375,116484.1796875,366097.0625,221628.71875,670205.9375,642990.9375,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.299407958984,6.36781666666667,3016790.25,3922690.75,4076489.25,4952204.5,51996768,58427112,65993644,84566408,2183521792,1076296448,9,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
304.97407023112,0.904521666666667,71193.375,70490.9140625,555421,1038728.3125,50107.046875,48215.953125,64808.6015625,86821.625,48998.20703125,51561.65625,4,"0","0","0","0","0","0","0","0","0","0","0","0",0,0
